,no,co,cl,hh,ha,hs,he,ci,cw,re,la,u1,u2,u3,le,sa,mw,pr,on,ra,h,si,nx,rp,f,hf,vu,fa,sp
2155,24.962,24,962,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['24.961']],,6.28,11.18,9.5,0,0,0,0,12.0,0,1
2156,24.964,24,964,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['24.961']],,6.8,8.8,4.0,0,1,0,0,12.0,1,0
2157,24.970,24,970,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.7,12.1,7.7,0,0,0,0,12.0,1,0
2158,24.973,24,973,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,5.97,9.72,10.0,0,0,0,0,12.0,0,1
2159,24.979,24,979,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.43,15.0,6.57,0,1,0,0,12.0,0,1
2160,24.981,24,981,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['24.961']],,7.0,6.0,7.0,0,0,0,0,12.0,0,1
2161,24.982,24,982,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2162,24.991,24,991,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,5.96,6.76,8.8,0,1,0,0,12.0,1,1
2163,24.993,24,993,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2164,24.995,24,995,0,0,0,0,0,0,0,0,0,1,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2165,24.S00,24,S00,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,1
2166,24.S20,24,S20,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,1
2167,24.S40,24,S40,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2168,24.S41,24,S41,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2169,24.S90,24,S90,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[['24.900']],,0.0,0.0,0.0,0,1,0,0,12.0,1,1
2170,24.S94,24,S94,0,0,0,0,0,0,0,0,3,0,3,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,2,6.0,1,0
2171,24.S95,24,S95,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,5.9,5.65,6.0,0,1,0,0,12.0,0,1
2172,24.S96,24,S96,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2173,24.THG,24,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2174,24.UR,24,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2175,24.URG,24,URG,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2176,3.001,3,001,0,0,0,0,0,0,0,0,2,0,1,U,[''],[''],[],,6.4,1.85,20.0,0,0,0,0,3.0,1,1
2177,3.002,3,002,0,0,0,0,0,0,0,0,2,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,3.0,1,0
2178,3.003,3,003,0,0,0,0,0,0,0,0,1,2,6,U,[''],['3.004'],"[['18.01', '18.01A'], ['8.01', '8.01L', '8.012', '8.011']]",,5.05,10.02,21.5,0,0,0,0,9.0,0,1
2179,3.004,3,004,0,0,0,0,0,0,0,0,3,3,6,U,[''],['3.003'],"[['18.01', '18.01A'], ['8.01', '8.01L', '8.012', '8.011']]",,5.05,10.02,21.5,0,0,0,0,12.0,0,1
2180,3.006,3,006,0,0,0,0,0,0,0,0,1,0,2,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,3.0,1,1
2181,3.0061,3,0061,0,0,0,0,0,0,0,0,2,2,2,U,['22.03'],[''],[],,5.4,6.2,9.0,0,0,0,0,6.0,1,0
2182,3.010,3,010,0,0,0,0,0,0,0,1,3,2,7,U,[''],[''],"[['18.03'], ['18.032'], ['3.091', '5.111', '5.112']]",,5.7,11.6,31.0,0,0,0,0,12.0,1,0
2183,3.013,3,013,0,0,0,0,0,0,0,0,3,2,7,U,[''],[''],"[['18.03'], ['8.01', '8.01L', '8.012', '8.011']]",,4.4,13.7,23.0,0,0,0,0,12.0,1,0
2184,3.019,3,019,0,0,0,0,0,0,0,0,2,1,0,U,[''],[''],[],,4.5,6.6,26.0,0,0,0,0,3.0,1,0
2185,3.020,3,020,0,0,0,0,0,0,1,0,4,2,6,U,[''],[''],"[['3.091', '5.111', '5.112']]",,0.0,0.0,0.0,0,0,1,0,12.0,0,1
2186,3.021,3,021,0,0,0,0,0,0,1,0,4,0,8,U,[''],[''],"[['18.03', '3.016B']]",,5.23,8.940000000000001,10.33,0,0,0,0,12.0,0,1
2187,3.023,3,023,0,0,0,0,0,0,0,0,4,2,6,U,[''],[''],[['3.010']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2188,3.029,3,029,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],"[['3.019'], ['18.02', '18.02A', '18.022']]",,0.0,0.0,0.0,0,0,0,0,9.0,0,1
2189,3.030,3,030,0,0,0,0,0,0,0,0,4,2,6,U,[''],[''],"[['3.010'], ['3.020']]",,5.0,13.0,20.0,0,0,1,0,12.0,1,0
2190,3.033,3,033,0,0,0,0,0,0,0,0,4,2,6,U,[''],[''],"[['3.010'], ['3.020']]",,3.9,19.0,17.0,0,0,1,0,12.0,1,0
2191,3.039,3,039,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],"[['3.029'], ['3.030']]",,7.0,9.0,3.0,0,0,0,0,9.0,1,0
2192,3.041,3,041,0,0,0,0,0,0,0,0,3,2,7,U,[''],['3.321'],"[['3.013'], ['3.030']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2193,3.042,3,042,0,0,0,0,0,0,0,0,1,6,5,U,[''],[''],"[['3.030', '3.033']]",,6.24,12.99,16.38,0,0,0,0,12.0,1,1
2194,3.044,3,044,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['3.010'], ['3.030']]",,5.65,10.85,24.0,0,0,0,0,12.0,0,1
2195,3.053,3,053,0,0,0,0,0,0,0,0,4,0,8,U,"['2.797', ' 6.4840', ' 20.310']","['2.798', ' 3.971', ' 6.4842', ' 10.537', ' 20.410']","[['18.03'], ['7.012', '7.015', '7.014', '7.016']]",,6.1,8.97,35.33,0,0,0,0,12.0,0,1
2196,3.055,3,055,0,0,0,0,0,0,0,0,3,0,9,U,['20.363'],"['3.963', ' 20.463']",[['20.110']],,6.1,8.0,43.5,0,0,0,0,12.0,1,0
2197,3.063,3,063,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],[['3.010']],,6.03,10.23,16.0,0,0,0,0,12.0,0,1
2198,3.074,3,074,0,0,0,0,0,0,0,0,3,0,9,U,[''],['3.34'],[['3.033']],,6.2,6.5,24.0,0,0,0,0,12.0,0,1
2199,3.080,3,080,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['3.010'], ['3.020']]",,6.0,8.0,2.0,0,0,0,0,12.0,1,0
2200,3.085,3,085,0,0,0,0,0,0,0,0,3,0,9,U,"['2.912', ' 15.373']",[''],[],,5.65,7.3,35.5,0,0,0,0,12.0,0,1
2201,3.086,3,086,0,0,0,0,0,0,0,0,4,0,8,U,[''],['3.207'],[],,5.17,7.15,14.0,0,0,0,0,12.0,0,1
2202,3.087,3,087,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['1.050'], ['2.001'], ['10.467'], ['3.010'], ['3.020']]",,5.8,9.8,17.0,0,0,0,0,12.0,1,0
2203,3.088,3,088,0,0,0,0,0,0,0,0,3,0,9,U,[''],['EC.988'],"[['1.050', '2.001', '3.010', '10.467', '20.310']]",,0.0,0.0,0.0,1,0,0,0,12.0,0,1
2204,3.091,3,091,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,5.2,7.08,185.62,0,0,1,0,12.0,1,1
2205,3.094,3,094,0,0,1,0,0,0,0,0,2,3,4,U,[''],[''],[],,5.72,7.08,35.5,0,0,0,0,9.0,0,1
2206,3.096,3,096,0,1,0,0,0,0,0,0,2,3,4,U,[''],[''],[],,7.0,7.7,9.0,0,0,0,0,9.0,1,0
2207,3.098,3,098,0,0,1,0,0,0,0,0,3,0,9,U,[''],['3.991'],[],,5.8,7.5,5.0,0,0,0,0,12.0,1,0
2208,3.14,3,14,0,0,0,0,0,0,0,0,3,0,9,U,[''],"['3.40', ' 22.71']","[['3.013'], ['3.030']]",,5.8,8.3,12.0,0,0,0,0,12.0,0,1
2209,3.15,3,15,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[['3.033']],,5.8,9.1,10.0,0,0,0,0,12.0,1,0
2210,3.152,3,152,0,0,0,0,0,0,0,0,3,0,9,U,[''],['3.45'],[['3.033']],,6.67,9.07,11.67,0,0,0,0,12.0,0,1
2211,3.155,3,155,0,0,0,0,0,0,0,0,3,4,5,U,['6.2600'],[''],"[['18.02', '18.02A', '18.022'], ['3.091', '5.111', '5.112'], ['8.02', '8.022']]",,4.42,11.12,25.5,0,0,0,0,12.0,0,1
2212,3.16,3,16,0,0,0,0,0,0,0,0,3,0,9,U,[''],['3.39'],"[['3.010'], ['3.020']]",,7.0,8.2,5.0,1,0,0,0,12.0,1,0
2213,3.17,3,17,0,0,0,0,0,0,0,0,2,1,9,U,[''],['3.37'],"[['3.010'], ['3.020']]",,6.3,10.0,5.0,0,0,0,0,12.0,1,0
2214,3.171,3,171,0,0,0,0,0,0,0,0,2,0,10,U,[''],[''],"[['3.010'], ['3.020']]",,6.2,5.63,19.33,0,1,1,0,12.0,1,1
2215,3.173,3,173,0,0,0,0,0,0,0,0,2,4,6,U,[''],['3.373'],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2216,3.18,3,18,0,0,0,0,0,0,0,0,3,0,9,U,[''],['3.70'],"[['3.030'], ['3.033']]",,6.0,6.73,18.0,0,0,0,0,12.0,0,1
2217,3.19,3,19,0,0,0,0,0,0,0,0,3,0,9,U,[''],['3.50'],[['3.030']],,6.07,7.529999999999999,8.0,0,0,0,0,12.0,0,1
2218,3.20,3,20,0,0,0,0,0,0,0,0,5,0,10,G,[''],[''],"[['3.010'], ['3.013'], ['3.020'], ['3.023'], ['3.030'], ['3.033'], ['3.042']]",,5.0,18.6,37.3,0,0,1,0,15.0,1,0
2219,3.201,3,201,0,0,0,0,0,0,0,0,2,0,1,G,[''],[''],[],,6.3,3.6,25.0,0,0,0,0,3.0,1,0
2220,3.202,3,202,0,0,0,0,0,0,0,0,2,0,1,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,3.0,0,1
2221,3.207,3,207,0,0,0,0,0,0,0,0,4,0,8,G,[''],['3.086'],[],,5.17,7.15,14.0,0,0,0,0,12.0,0,1
2222,3.21,3,21,0,0,0,0,0,0,0,0,5,0,10,G,[''],[''],"[['3.030', '3.044'], ['3.010'], ['3.020']]",,5.32,15.15,38.5,0,0,0,0,15.0,0,1
2223,3.22,3,22,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[['3.013']],,4.8,11.8,28.0,0,0,0,0,0.0,1,0
2224,3.23,3,23,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['8.03'], ['18.03']]",,5.8,19.4,32.75,0,0,1,0,12.0,0,1
2225,3.30,3,30,0,0,0,0,0,0,0,0,3,0,9,G,['22.75'],[''],"[['3.20', '3.21']]",,5.8,9.55,7.0,0,0,1,0,12.0,0,1
2226,3.31,3,31,0,0,0,0,0,0,0,0,3,0,9,G,['22.74'],['22.074'],"[['3.21'], ['22.14']]",,5.8,8.4,8.0,1,0,1,0,12.0,1,0
2227,3.321,3,321,0,0,0,0,0,0,0,0,3,2,7,G,[''],['3.041'],[['3.20']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2228,3.33,3,33,0,0,0,0,0,0,0,0,3,0,9,G,['22.73'],[''],"[['3.21'], ['3.22']]",,6.8,11.2,7.0,1,0,0,0,12.0,1,0
2229,3.34,3,34,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.074'],"[['3.033', '3.23']]",,6.2,6.5,24.0,0,0,0,0,12.0,0,1
2230,3.35,3,35,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['3.22']],,6.5,9.5,2.5,1,0,0,0,12.0,0,1
2231,3.37,3,37,0,0,0,0,0,0,0,0,2,1,9,G,[''],['3.17'],[],,6.3,10.0,5.0,0,0,0,0,12.0,1,0
2232,3.371,3,371,0,0,0,0,0,0,0,0,2,0,10,G,['2.821'],[''],[],,6.36,8.19,29.64,0,1,1,0,12.0,1,1
2233,3.373,3,373,0,0,0,0,0,0,0,0,2,4,6,G,[''],['3.173'],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2234,3.39,3,39,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.16'],[['3.20']],,7.0,8.2,5.0,1,0,0,0,12.0,1,0
2235,3.40,3,40,0,0,0,0,0,0,0,0,3,0,9,G,['22.71'],['3.14'],"[['3.013'], ['3.030']]",,5.8,8.3,12.0,0,0,0,0,12.0,0,1
2236,3.41,3,41,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['3.20'], ['3.21']]",,0.0,0.0,0.0,1,0,0,0,12.0,1,0
2237,3.43,3,43,0,0,0,0,0,0,0,0,4,0,8,G,['6.6500'],[''],"[['3.42'], ['6.2500']]",,6.7,15.8,18.0,0,0,1,0,12.0,1,0
2238,3.44,3,44,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['3.20'], ['3.21']]",,6.4,10.3,10.3,0,0,1,0,12.0,1,0
2239,3.45,3,45,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.152'],[['3.23']],,6.67,9.07,11.67,0,0,0,0,12.0,0,1
2240,3.48,3,48,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,12.0,1,0
2241,3.50,3,50,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.19'],[['3.030']],,6.07,7.529999999999999,8.0,0,0,0,0,12.0,0,1
2242,3.69,3,69,0,0,0,0,0,0,0,0,2,0,1,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,3.0,1,0
2243,3.691,3,691,0,0,0,0,0,0,0,0,0,1,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2244,3.692,3,692,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2245,3.693,3,693,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,0
2246,3.70,3,70,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.18'],"[['3.20', '3.23']]",,6.0,6.73,18.0,0,0,0,0,12.0,0,1
2247,3.903,3,903,0,0,0,0,0,0,0,0,2,0,0,G,['10.960'],[''],[],,6.36,1.84,25.0,0,1,0,0,2.0,1,1
2248,3.930,3,930,0,0,0,0,0,0,0,0,0,6,0,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
2249,3.931,3,931,0,0,0,0,0,0,0,0,0,6,0,U,[''],[''],[['3.930']],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
2250,3.942,3,942,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['3.013']],,6.07,10.3,16.33,0,0,0,0,12.0,1,1
2251,3.963,3,963,0,0,0,0,0,0,0,0,3,0,9,G,['20.463'],"['3.055', ' 20.363']",[['20.110']],,6.1,8.0,43.5,0,0,0,0,12.0,1,0
2252,3.971,3,971,0,0,0,0,0,0,0,0,3,0,9,G,"['2.798', ' 6.4842', ' 10.537', ' 20.410']","['2.797', ' 3.053', ' 6.4840', ' 20.310']","[['18.03'], ['7.012', '7.015', '7.014', '7.016']]",,5.65,13.15,14.5,0,0,0,0,12.0,0,1
2253,3.983,3,983,0,0,1,0,0,0,0,0,3,0,6,U,[''],[''],[],,6.5,9.3,8.0,0,0,0,0,9.0,1,0
2254,3.984,3,984,0,0,0,0,0,0,0,0,3,6,3,G,[''],[''],[],,7.0,11.0,1.0,0,0,0,0,12.0,1,0
2255,3.985,3,985,0,0,1,0,0,0,0,0,3,1,5,U,"['5.24', ' 12.011']",[''],"[['3.091', '5.111', '5.112'], ['8.01', '8.01L', '8.012', '8.011']]",,5.83,5.76,81.25,0,0,0,0,9.0,0,1
2256,3.986,3,986,0,0,1,0,1,0,0,0,3,0,9,U,[''],[''],[],,6.6,6.6,30.3,0,0,0,0,12.0,1,0
2257,3.990,3,990,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],"[['3.985'], ['3.986'], ['21A.00']]",,0.0,0.0,0.0,0,0,0,0,9.0,1,1
2258,3.991,3,991,0,0,0,0,0,0,0,0,3,0,9,G,[''],['3.098'],[],,5.8,7.5,5.0,0,0,0,0,12.0,1,0
2259,3.997,3,997,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2260,3.998,3,998,0,0,0,0,0,0,0,0,0,1,0,G,[''],[''],[],,7.0,20.0,29.0,0,0,0,0,1.0,1,1
2261,3.C01,3,C01,0,0,0,0,0,0,0,0,2,0,4,U,"['10.C01', ' 20.C01']","['3.C51', ' 10.C51', ' 20.C51']","[['6.100A'], ['18.02', '18.02A', '18.022']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
2262,3.C51,3,C51,0,0,0,0,0,0,0,0,2,0,4,G,"['10.C51', ' 20.C51']","['3.C01', ' 10.C01', ' 20.C01']","[['6.100A'], ['18.02', '18.02A', '18.022']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
2263,3.EPE,3,EPE,0,0,0,0,0,0,0,0,0,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2264,3.EPW,3,EPW,0,0,0,0,0,0,0,0,1,0,0,U,[''],[''],[['2.EPE']],,0.0,0.0,0.0,0,0,0,0,1.0,1,0
2265,3.S01,3,S01,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,0
2266,3.S04,3,S04,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,0,1
2267,3.S07,3,S07,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,0,1
2268,3.THG,3,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.8,45.0,142.0,0,1,0,0,0.0,1,1
2269,3.THU,3,THU,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2270,3.UAR,3,UAR,0,0,0,0,0,0,0,0,2,0,4,U,"['1.UAR', ' 5.UAR', ' 12.UAR', ' 15.UAR', ' 22.UAR']",[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2271,3.UR,3,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2272,3.URG,3,URG,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2273,4.021,4,021,0,1,0,0,0,0,0,0,3,3,6,U,[''],[''],[],,5.85,12.42,13.5,0,0,1,0,12.0,1,1
2274,4.022,4,022,0,0,0,0,0,0,0,0,3,3,6,U,[''],[''],"[['4.02A', '4.021']]",,5.73,15.52,18.0,0,0,1,0,12.0,1,1
2275,4.023,4,023,0,0,0,0,0,0,0,0,0,12,12,U,[''],[''],[['4.022']],,6.2,28.9,9.3,0,0,1,0,24.0,1,0
2276,4.024,4,024,0,0,0,0,0,0,0,0,0,12,12,U,[''],[''],"[['4.023'], ['4.401'], ['4.500']]",,3.83,29.83,5.0,0,0,1,0,24.0,0,1
2277,4.031,4,031,0,0,0,0,0,0,0,0,3,3,6,U,[''],[''],[['4.022']],,6.1,14.3,12.0,0,0,0,0,12.0,1,0
2278,4.032,4,032,0,0,0,0,0,0,0,0,3,3,6,U,[''],['4.033'],[['4.022']],,4.83,12.83,16.0,0,0,0,0,12.0,0,1
2279,4.033,4,033,0,0,0,0,0,0,0,0,0,0,0,G,[''],['4.032'],[],,4.8,13.6,13.5,0,0,0,0,0.0,0,1
2280,4.041,4,041,0,0,0,0,0,0,0,0,3,3,6,U,[''],[''],[['4.031']],,0.0,0.0,0.0,0,0,1,0,12.0,0,1
2281,4.043,4,043,0,0,0,0,0,0,0,0,3,3,6,U,[''],['4.044'],[['4.031']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2282,4.044,4,044,0,0,0,0,0,0,0,0,0,0,0,G,[''],['4.043'],[],,0.0,0.0,0.0,0,0,0,0,0.0,0,1
2283,4.053,4,053,0,1,0,0,1,0,0,0,3,3,6,U,[''],[''],[],,6.3,13.8,6.7,0,0,0,0,12.0,1,0
2284,4.091,4,091,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2285,4.092,4,092,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2286,4.093,4,093,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2287,4.094,4,094,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2288,4.105,4,105,0,0,0,0,0,0,0,0,2,2,5,G,[''],[''],[],,5.0,14.2,29.0,0,0,1,0,9.0,1,0
2289,4.110,4,110,0,1,0,0,0,0,0,0,2,2,8,U,[''],[''],[],,5.95,7.15,77.25,0,0,0,0,12.0,0,1
2290,4.117,4,117,0,0,0,0,0,0,0,0,0,0,0,G,[''],['4.118'],[],,0.0,0.0,0.0,0,0,1,0,0.0,0,1
2291,4.118,4,118,0,0,0,0,0,0,0,0,3,0,9,U,[''],['4.117'],[['4.500']],,0.0,0.0,0.0,0,0,1,0,12.0,0,1
2292,4.120,4,120,0,0,0,0,0,0,0,0,2,2,5,G,[''],[''],[],,6.78,9.11,12.75,0,0,0,0,9.0,0,1
2293,4.123,4,123,0,0,0,0,0,0,0,0,2,2,5,G,[''],[''],[],,3.2,8.7,34.0,0,0,0,0,9.0,0,1
2294,4.130,4,130,0,0,0,0,0,0,0,0,3,3,6,G,[''],[''],[],,4.7,9.6,8.3,0,1,0,0,12.0,1,0
2295,4.140,4,140,0,0,0,0,0,0,0,0,3,9,6,G,"['6.9020', ' MAS.863']",[''],[],,6.2,21.9,62.3,0,0,1,0,18.0,1,0
2296,4.151,4,151,0,0,0,0,0,0,0,0,0,12,9,G,[''],[''],[],,5.5,38.6,28.7,0,0,0,0,21.0,1,0
2297,4.152,4,152,0,0,0,0,0,0,0,0,0,12,9,G,[''],[''],[['4.151']],,5.6,54.05,24.25,0,0,0,0,21.0,0,1
2298,4.153,4,153,0,0,0,0,0,0,0,0,0,12,9,G,[''],[''],[['4.152']],,5.0,53.7,26.3,0,0,0,0,21.0,1,0
2299,4.154,4,154,0,0,0,0,0,0,0,0,0,10,11,G,[''],[''],[['4.153']],,5.38,36.05,39.25,0,1,0,0,21.0,1,1
2300,4.163,4,163,0,0,0,0,0,0,0,0,0,0,0,G,['11.332'],[''],[],,6.01,33.43,10.71,0,1,0,0,0.0,0,1
2301,4.181,4,181,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,5.12,39.36,6.25,0,1,1,0,0.0,1,1
2302,4.182,4,182,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.24,19.9,7.6,0,1,0,0,0.0,1,1
2303,4.183,4,183,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.38,18.61,7.0,0,1,0,0,0.0,1,1
2304,4.187,4,187,0,0,0,0,0,0,0,0,0,1,2,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,3.0,0,1
2305,4.189,4,189,0,0,0,0,0,0,0,0,3,1,5,G,[''],[''],[],,4.55,15.65,24.25,0,1,0,0,9.0,1,1
2306,4.191,4,191,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2307,4.192,4,192,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2308,4.193,4,193,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2309,4.194,4,194,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2310,4.210,4,210,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],[],,6.1,10.5,28.7,0,0,1,0,9.0,1,0
2311,4.213,4,213,0,0,0,0,0,0,0,0,3,0,9,G,['11.308'],[''],[],,6.3,9.4,4.5,0,0,0,0,12.0,1,0
2312,4.215,4,215,0,0,0,0,0,0,0,0,3,0,9,G,['11.309'],[''],[],,6.4,8.4,12.0,0,0,0,0,12.0,1,0
2313,4.221,4,221,0,0,0,0,0,0,0,0,2,0,1,G,[''],[''],[],,6.1,3.2,26.0,0,0,0,0,3.0,1,0
2314,4.222,4,222,0,0,0,0,0,0,0,0,3,0,3,G,[''],[''],[],,4.9,9.5,25.3,0,0,0,0,6.0,1,0
2315,4.228,4,228,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,5.2,16.4,17.0,0,0,0,0,0.0,1,0
2316,4.240,4,240,0,0,0,0,0,0,0,0,4,2,2,G,['11.328'],[''],[],,6.0,16.5,19.7,0,0,0,1,8.0,1,0
2317,4.241,4,241,0,0,0,0,0,0,0,0,0,0,0,G,['11.330'],[''],"[['11.001', '11.301']]",,5.5,9.53,22.25,0,0,0,0,0.0,0,1
2318,4.246,4,246,0,0,0,0,0,0,0,0,2,4,6,G,['11.246'],[''],[],,5.5,15.3,18.0,0,0,1,0,12.0,1,1
2319,4.248,4,248,0,0,0,0,0,0,0,0,4,2,4,G,['11.329'],[''],[['11.328']],,6.8,13.5,17.0,0,0,0,2,10.0,1,0
2320,4.250,4,250,1,0,0,0,0,0,0,0,3,0,9,U,['11.001'],[''],[],,5.9,7.699999999999999,29.0,0,0,0,0,12.0,0,1
2321,4.253,4,253,0,0,0,0,0,0,0,0,3,0,9,G,['11.302'],[''],[],,6.35,7.45,13.0,0,0,0,0,12.0,0,1
2322,4.254,4,254,0,0,0,0,0,0,0,0,6,0,12,G,['11.303'],[''],[],,4.4,14.56,30.75,0,0,1,0,18.0,0,1
2323,4.255,4,255,0,0,0,0,0,0,0,0,6,0,9,G,['11.304'],[''],[],,3.37,19.97,11.33,0,0,0,0,15.0,0,1
2324,4.256,4,256,0,0,0,0,0,0,0,0,2,0,7,G,['11.256'],[''],[],,6.8,7.8,10.0,0,0,0,0,9.0,1,0
2325,4.275,4,275,0,0,0,0,0,0,0,0,1,1,1,G,['11.912'],[''],[],,0.0,0.0,0.0,0,1,0,0,3.0,1,1
