no,c1,c2,ch,bio,p1,p2,p-64,f-64,m2-64,m3-64,dac-64,moc-64,dec-64,coc-64,huc-64,cim-64,cim2-64,serc,aus,eecs
2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.UAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMS.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.S68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.S977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21G.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EC.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.662A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.C51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.C85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.662B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.060A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.S63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21L.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.S24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
STS.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.061A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.070A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.070B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.EPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.S993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.492A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.492B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.EPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.EPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.S28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.S94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.S95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.S96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
